PLANT;SUPP_CODE;SUPP_NAME;COUNTRY
71;S253;Supplier name:S253;I
71;S254;Supplier name:S254;I
71;S255;Supplier name:S255;I
71;S256;Supplier name:S256;I
71;S257;Supplier name:S257;I
71;S258;Supplier name:S258;I
71;S259;Supplier name:S259;I
71;S260;Supplier name:S260;I
71;S261;Supplier name:S261;I
71;S262;Supplier name:S262;I
71;S263;Supplier name:S263;I
71;S264;Supplier name:S264;I
71;S265;Supplier name:S265;I
71;S266;Supplier name:S266;I
71;S267;Supplier name:S267;I
71;S268;Supplier name:S268;I
71;S269;Supplier name:S269;I
71;S270;Supplier name:S270;I
71;S271;Supplier name:S271;I
71;S272;Supplier name:S272;I
71;S273;Supplier name:S273;I
71;S274;Supplier name:S274;I
71;S275;Supplier name:S275;I
71;S276;Supplier name:S276;I
71;S277;Supplier name:S277;I
71;S278;Supplier name:S278;I
71;S279;Supplier name:S279;I
71;S280;Supplier name:S280;I
71;S281;Supplier name:S281;I
71;S282;Supplier name:S282;I
71;S283;Supplier name:S283;I
71;S284;Supplier name:S284;I
71;S285;Supplier name:S285;I
71;S286;Supplier name:S286;I
71;S287;Supplier name:S287;I
71;S288;Supplier name:S288;I
71;S289;Supplier name:S289;I
71;S290;Supplier name:S290;I
71;S291;Supplier name:S291;I
71;S292;Supplier name:S292;I
71;S293;Supplier name:S293;I
71;S294;Supplier name:S294;I
71;S295;Supplier name:S295;I
71;S296;Supplier name:S296;I
71;S297;Supplier name:S297;I
71;S298;Supplier name:S298;I
71;S299;Supplier name:S299;I
71;S300;Supplier name:S300;I
71;S301;Supplier name:S301;I
71;S302;Supplier name:S302;I
71;S303;Supplier name:S303;I
71;S304;Supplier name:S304;I
71;S305;Supplier name:S305;I
71;S306;Supplier name:S306;I
71;S307;Supplier name:S307;I
71;S308;Supplier name:S308;I
71;S309;Supplier name:S309;I
71;S310;Supplier name:S310;I
71;S311;Supplier name:S311;I
71;S312;Supplier name:S312;I
71;S313;Supplier name:S313;I
71;S314;Supplier name:S314;I
71;S315;Supplier name:S315;I
71;S316;Supplier name:S316;I
71;S317;Supplier name:S317;I
71;S318;Supplier name:S318;I
71;S319;Supplier name:S319;I
71;S320;Supplier name:S320;I
71;S321;Supplier name:S321;I
71;S322;Supplier name:S322;I
71;S323;Supplier name:S323;I
71;S324;Supplier name:S324;I
71;S325;Supplier name:S325;I
71;S326;Supplier name:S326;I
71;S327;Supplier name:S327;I
71;S328;Supplier name:S328;I
71;S329;Supplier name:S329;I
71;S330;Supplier name:S330;I
71;S331;Supplier name:S331;I
71;S332;Supplier name:S332;I
71;S333;Supplier name:S333;I
71;S334;Supplier name:S334;I
71;S335;Supplier name:S335;I
71;S336;Supplier name:S336;I
71;S337;Supplier name:S337;I
71;S338;Supplier name:S338;I
71;S339;Supplier name:S339;I
71;S340;Supplier name:S340;I
71;S341;Supplier name:S341;I
71;S342;Supplier name:S342;I
71;S343;Supplier name:S343;I
71;S344;Supplier name:S344;I
71;S345;Supplier name:S345;I
71;S346;Supplier name:S346;I
71;S347;Supplier name:S347;I
71;S348;Supplier name:S348;I
71;S349;Supplier name:S349;I
71;S350;Supplier name:S350;I
71;S351;Supplier name:S351;I
71;S352;Supplier name:S352;I
71;S353;Supplier name:S353;I
71;S354;Supplier name:S354;I
71;S355;Supplier name:S355;I
71;S356;Supplier name:S356;I
71;S357;Supplier name:S357;I
71;S358;Supplier name:S358;I
71;S359;Supplier name:S359;I
71;S360;Supplier name:S360;I
71;S361;Supplier name:S361;I
71;S362;Supplier name:S362;I
71;S363;Supplier name:S363;I
71;S364;Supplier name:S364;I
71;S365;Supplier name:S365;I
71;S366;Supplier name:S366;I
71;S367;Supplier name:S367;I
71;S368;Supplier name:S368;I
71;S369;Supplier name:S369;I
71;S370;Supplier name:S370;I
71;S371;Supplier name:S371;I
71;S372;Supplier name:S372;I
71;S373;Supplier name:S373;I
71;S374;Supplier name:S374;I
71;S375;Supplier name:S375;I
71;S376;Supplier name:S376;I
71;S377;Supplier name:S377;I
71;S378;Supplier name:S378;I
71;S379;Supplier name:S379;I
71;S380;Supplier name:S380;I
71;S381;Supplier name:S381;I
71;S382;Supplier name:S382;I
71;S383;Supplier name:S383;I
71;S384;Supplier name:S384;I
71;S385;Supplier name:S385;I
71;S386;Supplier name:S386;I
71;S387;Supplier name:S387;I
71;S388;Supplier name:S388;I
71;S389;Supplier name:S389;I
71;S390;Supplier name:S390;I
71;S391;Supplier name:S391;I
71;S392;Supplier name:S392;I
71;S393;Supplier name:S393;I
71;S395;Supplier name:S395;I
71;S396;Supplier name:S396;I
71;S397;Supplier name:S397;I
71;S398;Supplier name:S398;I
71;S399;Supplier name:S399;I
71;S400;Supplier name:S400;I
71;S401;Supplier name:S401;I
71;S402;Supplier name:S402;I
71;S403;Supplier name:S403;I
71;S404;Supplier name:S404;I
71;S405;Supplier name:S405;I
71;S406;Supplier name:S406;I
71;S407;Supplier name:S407;I
71;S408;Supplier name:S408;I
71;S409;Supplier name:S409;I
71;S410;Supplier name:S410;I
71;S411;Supplier name:S411;I
71;S412;Supplier name:S412;I
71;S413;Supplier name:S413;I
71;S414;Supplier name:S414;I
71;S415;Supplier name:S415;I
71;S416;Supplier name:S416;I
71;S417;Supplier name:S417;I
71;S418;Supplier name:S418;I
71;S419;Supplier name:S419;I
71;S420;Supplier name:S420;I
71;S421;Supplier name:S421;I
71;S422;Supplier name:S422;I
71;S423;Supplier name:S423;I
71;S424;Supplier name:S424;I
71;S425;Supplier name:S425;I
71;S426;Supplier name:S426;I
71;S427;Supplier name:S427;I
71;S428;Supplier name:S428;I
71;S429;Supplier name:S429;I
71;S430;Supplier name:S430;I
71;S431;Supplier name:S431;I
71;S432;Supplier name:S432;I
71;S433;Supplier name:S433;I
71;S434;Supplier name:S434;I
71;S435;Supplier name:S435;I
71;S436;Supplier name:S436;I
71;S437;Supplier name:S437;I
71;S438;Supplier name:S438;I
71;S439;Supplier name:S439;I
71;S440;Supplier name:S440;I
71;S441;Supplier name:S441;I
71;S442;Supplier name:S442;I
71;S443;Supplier name:S443;I
71;S444;Supplier name:S444;I
71;S445;Supplier name:S445;I
71;S446;Supplier name:S446;I
71;S447;Supplier name:S447;I
71;S448;Supplier name:S448;I
71;S449;Supplier name:S449;I
71;S450;Supplier name:S450;I
71;S451;Supplier name:S451;I
71;S452;Supplier name:S452;I
71;S453;Supplier name:S453;I
71;S454;Supplier name:S454;I
71;S455;Supplier name:S455;I
71;S456;Supplier name:S456;I
71;S457;Supplier name:S457;I
71;S458;Supplier name:S458;I
71;S459;Supplier name:S459;I
71;S460;Supplier name:S460;I
71;S461;Supplier name:S461;I
71;S462;Supplier name:S462;I
71;S463;Supplier name:S463;I
71;S464;Supplier name:S464;I
71;S465;Supplier name:S465;I
71;S466;Supplier name:S466;I
71;S467;Supplier name:S467;I
71;S468;Supplier name:S468;I
71;S469;Supplier name:S469;I
71;S470;Supplier name:S470;I
71;S471;Supplier name:S471;I
71;S473;Supplier name:S473;I
71;S474;Supplier name:S474;I
71;S475;Supplier name:S475;I
71;S476;Supplier name:S476;I
71;S477;Supplier name:S477;I
71;S478;Supplier name:S478;I
71;S479;Supplier name:S479;I
71;S480;Supplier name:S480;I
71;S481;Supplier name:S481;I
71;S482;Supplier name:S482;I
71;S483;Supplier name:S483;I
71;S484;Supplier name:S484;I
71;S485;Supplier name:S485;I
71;S486;Supplier name:S486;I
71;S487;Supplier name:S487;I
71;S488;Supplier name:S488;I
71;S489;Supplier name:S489;I
71;S490;Supplier name:S490;I
71;S491;Supplier name:S491;I
71;S492;Supplier name:S492;I
71;S493;Supplier name:S493;I
71;S494;Supplier name:S494;I
71;S495;Supplier name:S495;I
71;S496;Supplier name:S496;I
71;S497;Supplier name:S497;I
71;S498;Supplier name:S498;I
71;S499;Supplier name:S499;I
71;S500;Supplier name:S500;I
71;S501;Supplier name:S501;I
71;S502;Supplier name:S502;I
71;S503;Supplier name:S503;I
71;S504;Supplier name:S504;I
71;S505;Supplier name:S505;I
71;S506;Supplier name:S506;I
71;S507;Supplier name:S507;I
71;S508;Supplier name:S508;I
71;S509;Supplier name:S509;I
71;S510;Supplier name:S510;I
71;S511;Supplier name:S511;I
71;S512;Supplier name:S512;I
71;S513;Supplier name:S513;I
71;S514;Supplier name:S514;I
71;S515;Supplier name:S515;I
71;S516;Supplier name:S516;I
71;S517;Supplier name:S517;I
71;S518;Supplier name:S518;I
71;S519;Supplier name:S519;I
71;S520;Supplier name:S520;I
71;S521;Supplier name:S521;I
71;S522;Supplier name:S522;I
71;S523;Supplier name:S523;I
71;S524;Supplier name:S524;I
71;S525;Supplier name:S525;I
71;S526;Supplier name:S526;I
71;S527;Supplier name:S527;I
71;S528;Supplier name:S528;I
71;S529;Supplier name:S529;I
71;S530;Supplier name:S530;I
71;S531;Supplier name:S531;I
71;S532;Supplier name:S532;I
71;S533;Supplier name:S533;I
71;S534;Supplier name:S534;I
71;S535;Supplier name:S535;I
71;S536;Supplier name:S536;I
71;S537;Supplier name:S537;I
71;S538;Supplier name:S538;I
71;S539;Supplier name:S539;I
71;S540;Supplier name:S540;I
71;S541;Supplier name:S541;I
71;S542;Supplier name:S542;I
71;S543;Supplier name:S543;I
71;S544;Supplier name:S544;I
71;S545;Supplier name:S545;I
71;S546;Supplier name:S546;I
71;S547;Supplier name:S547;I
71;S548;Supplier name:S548;I
71;S549;Supplier name:S549;I
71;S550;Supplier name:S550;I
71;S551;Supplier name:S551;I
71;S552;Supplier name:S552;I
71;S553;Supplier name:S553;I
71;S554;Supplier name:S554;I
71;S555;Supplier name:S555;I
71;S556;Supplier name:S556;I
71;S557;Supplier name:S557;I
71;S558;Supplier name:S558;I
71;S559;Supplier name:S559;I
71;S560;Supplier name:S560;I
71;S561;Supplier name:S561;I
71;S562;Supplier name:S562;I
71;S563;Supplier name:S563;I
71;S564;Supplier name:S564;I
71;S565;Supplier name:S565;I
71;S566;Supplier name:S566;I
71;S567;Supplier name:S567;I
71;S568;Supplier name:S568;I
71;S569;Supplier name:S569;I
71;S570;Supplier name:S570;I
71;S571;Supplier name:S571;I
71;S572;Supplier name:S572;I
71;S573;Supplier name:S573;I
71;S574;Supplier name:S574;I
71;S575;Supplier name:S575;I
71;S576;Supplier name:S576;I
71;S577;Supplier name:S577;I
71;S578;Supplier name:S578;I
71;S579;Supplier name:S579;I
71;S580;Supplier name:S580;I
71;S581;Supplier name:S581;I
71;S582;Supplier name:S582;I
71;S583;Supplier name:S583;I
71;S584;Supplier name:S584;I
71;S585;Supplier name:S585;I
71;S586;Supplier name:S586;I
71;S587;Supplier name:S587;I
71;S588;Supplier name:S588;I
71;S589;Supplier name:S589;I
71;S590;Supplier name:S590;I
71;S591;Supplier name:S591;I
71;S592;Supplier name:S592;I
71;S593;Supplier name:S593;I
71;S594;Supplier name:S594;I
71;S595;Supplier name:S595;I
71;S596;Supplier name:S596;I
71;S597;Supplier name:S597;I
71;S598;Supplier name:S598;I
71;S599;Supplier name:S599;I
71;S600;Supplier name:S600;I
71;S601;Supplier name:S601;I
71;S602;Supplier name:S602;I
71;S603;Supplier name:S603;I
71;S604;Supplier name:S604;I
71;S605;Supplier name:S605;I
71;S606;Supplier name:S606;I
71;S607;Supplier name:S607;I
71;S608;Supplier name:S608;I
71;S609;Supplier name:S609;I
71;S610;Supplier name:S610;I
71;S611;Supplier name:S611;I
71;S612;Supplier name:S612;I
71;S613;Supplier name:S613;I
71;S614;Supplier name:S614;I
71;S615;Supplier name:S615;I
71;S616;Supplier name:S616;I
71;S617;Supplier name:S617;I
71;S618;Supplier name:S618;I
71;S619;Supplier name:S619;I
71;S620;Supplier name:S620;I
71;S621;Supplier name:S621;I
71;S622;Supplier name:S622;I
71;S623;Supplier name:S623;I
71;S624;Supplier name:S624;I
71;S625;Supplier name:S625;I
71;S626;Supplier name:S626;I
71;S627;Supplier name:S627;I
71;S628;Supplier name:S628;I
71;S629;Supplier name:S629;I
71;S630;Supplier name:S630;I
71;S631;Supplier name:S631;I
71;S632;Supplier name:S632;I
71;S633;Supplier name:S633;I
71;S634;Supplier name:S634;I
71;S635;Supplier name:S635;I
71;S636;Supplier name:S636;I
71;S637;Supplier name:S637;I
71;S638;Supplier name:S638;I
71;S639;Supplier name:S639;I
71;S640;Supplier name:S640;I
71;S641;Supplier name:S641;I
71;S642;Supplier name:S642;I
71;S643;Supplier name:S643;I
71;S644;Supplier name:S644;I
71;S645;Supplier name:S645;I
71;S646;Supplier name:S646;I
71;S647;Supplier name:S647;I
71;S648;Supplier name:S648;I
71;S649;Supplier name:S649;I
71;S650;Supplier name:S650;I
71;S651;Supplier name:S651;I
71;S652;Supplier name:S652;I
71;S653;Supplier name:S653;I
71;S654;Supplier name:S654;I
71;S655;Supplier name:S655;I
71;S656;Supplier name:S656;I
71;S657;Supplier name:S657;I
71;S658;Supplier name:S658;I
71;S660;Supplier name:S660;I
71;S661;Supplier name:S661;I
71;S662;Supplier name:S662;I
71;S663;Supplier name:S663;I
71;S664;Supplier name:S664;I
71;S665;Supplier name:S665;I
71;S666;Supplier name:S666;I
71;S667;Supplier name:S667;I
71;S668;Supplier name:S668;I
71;S669;Supplier name:S669;I
71;S670;Supplier name:S670;I
71;S671;Supplier name:S671;I
71;S672;Supplier name:S672;I
71;S673;Supplier name:S673;I
71;S674;Supplier name:S674;I
71;S675;Supplier name:S675;I
71;S676;Supplier name:S676;I
71;S677;Supplier name:S677;I
71;S678;Supplier name:S678;I
71;S679;Supplier name:S679;I
71;S680;Supplier name:S680;I
71;S681;Supplier name:S681;I
71;S682;Supplier name:S682;I
71;S683;Supplier name:S683;I
71;S684;Supplier name:S684;I
71;S685;Supplier name:S685;I
71;S686;Supplier name:S686;I
71;S687;Supplier name:S687;I
71;S688;Supplier name:S688;I
71;S689;Supplier name:S689;I
71;S690;Supplier name:S690;I
71;S691;Supplier name:S691;I
71;S692;Supplier name:S692;I
71;S693;Supplier name:S693;I
71;S694;Supplier name:S694;I
71;S695;Supplier name:S695;I
71;S696;Supplier name:S696;I
71;S697;Supplier name:S697;I
71;S698;Supplier name:S698;I
71;S699;Supplier name:S699;I
71;S701;Supplier name:S701;I
71;S702;Supplier name:S702;I
71;S703;Supplier name:S703;I
71;S704;Supplier name:S704;I
71;S705;Supplier name:S705;I
71;S706;Supplier name:S706;I
71;S707;Supplier name:S707;I
71;S708;Supplier name:S708;I
71;S709;Supplier name:S709;I
71;S710;Supplier name:S710;I
71;S711;Supplier name:S711;I
71;S712;Supplier name:S712;I
71;S713;Supplier name:S713;I
71;S714;Supplier name:S714;I
71;S715;Supplier name:S715;I
71;S716;Supplier name:S716;I
71;S717;Supplier name:S717;I
71;S718;Supplier name:S718;I
71;S719;Supplier name:S719;I
71;S720;Supplier name:S720;I
71;S721;Supplier name:S721;I
71;S722;Supplier name:S722;I
71;S723;Supplier name:S723;I
71;S724;Supplier name:S724;I
71;S725;Supplier name:S725;I
71;S726;Supplier name:S726;I
71;S727;Supplier name:S727;I
71;S728;Supplier name:S728;I
71;S729;Supplier name:S729;I
71;S730;Supplier name:S730;I
71;S731;Supplier name:S731;I
71;S732;Supplier name:S732;I
71;S733;Supplier name:S733;I
71;S734;Supplier name:S734;I
71;S735;Supplier name:S735;I
71;S736;Supplier name:S736;I
71;S737;Supplier name:S737;I
71;S738;Supplier name:S738;I
71;S739;Supplier name:S739;I
71;S740;Supplier name:S740;I
71;S741;Supplier name:S741;I
71;S742;Supplier name:S742;I
71;S743;Supplier name:S743;I
71;S744;Supplier name:S744;I
71;S745;Supplier name:S745;I
71;S746;Supplier name:S746;I
71;S747;Supplier name:S747;I
71;S749;Supplier name:S749;I
71;S750;Supplier name:S750;I
71;S751;Supplier name:S751;I
71;S752;Supplier name:S752;I
71;S753;Supplier name:S753;I
71;S754;Supplier name:S754;I
71;S755;Supplier name:S755;I
71;S756;Supplier name:S756;I
71;S757;Supplier name:S757;I
71;S758;Supplier name:S758;I
71;S759;Supplier name:S759;I
71;S760;Supplier name:S760;D
71;S761;Supplier name:S761;I
71;S762;Supplier name:S762;I
71;S763;Supplier name:S763;I
71;S764;Supplier name:S764;I
71;S765;Supplier name:S765;I
71;S766;Supplier name:S766;I
71;S767;Supplier name:S767;I
71;S768;Supplier name:S768;I
71;S769;Supplier name:S769;I
71;S770;Supplier name:S770;I
71;S771;Supplier name:S771;I
71;S772;Supplier name:S772;I
71;S773;Supplier name:S773;I
71;S774;Supplier name:S774;I
71;S775;Supplier name:S775;I
71;S776;Supplier name:S776;I
71;S777;Supplier name:S777;I
71;S778;Supplier name:S778;I
71;S779;Supplier name:S779;I
71;S780;Supplier name:S780;I
71;S781;Supplier name:S781;I
71;S782;Supplier name:S782;I
71;S784;Supplier name:S784;F
71;S785;Supplier name:S785;I
71;S786;Supplier name:S786;I
71;S787;Supplier name:S787;I
71;S788;Supplier name:S788;I
71;S789;Supplier name:S789;I
71;S790;Supplier name:S790;I
71;S791;Supplier name:S791;I
71;S792;Supplier name:S792;I
71;S793;Supplier name:S793;I
71;S794;Supplier name:S794;I
71;S795;Supplier name:S795;D
71;S796;Supplier name:S796;I
71;S797;Supplier name:S797;I
71;S798;Supplier name:S798;NL
71;S799;Supplier name:S799;I
71;S800;Supplier name:S800;I
71;S801;Supplier name:S801;I
71;S802;Supplier name:S802;I
71;S803;Supplier name:S803;I
71;S804;Supplier name:S804;I
71;S805;Supplier name:S805;I
71;S806;Supplier name:S806;I
71;S807;Supplier name:S807;I
71;S808;Supplier name:S808;I
71;S809;Supplier name:S809;I
71;S810;Supplier name:S810;I
71;S811;Supplier name:S811;I
71;S812;Supplier name:S812;I
71;S813;Supplier name:S813;F
71;S814;Supplier name:S814;I
71;S815;Supplier name:S815;I
71;S816;Supplier name:S816;I
71;S817;Supplier name:S817;I
71;S818;Supplier name:S818;I
71;S819;Supplier name:S819;I
71;S820;Supplier name:S820;I
71;S821;Supplier name:S821;CH
71;S822;Supplier name:S822;I
71;S823;Supplier name:S823;I
71;S824;Supplier name:S824;I
71;S825;Supplier name:S825;I
71;S826;Supplier name:S826;I
71;S827;Supplier name:S827;D
71;S828;Supplier name:S828;I
71;S829;Supplier name:S829;I
71;S830;Supplier name:S830;I
71;S831;Supplier name:S831;I
71;S832;Supplier name:S832;I
71;S833;Supplier name:S833;I
71;S834;Supplier name:S834;I
71;S835;Supplier name:S835;I
71;S836;Supplier name:S836;I
71;S837;Supplier name:S837;I
71;S838;Supplier name:S838;I
71;S839;Supplier name:S839;I
71;S840;Supplier name:S840;I
71;S841;Supplier name:S841;I
71;S842;Supplier name:S842;I
71;S843;Supplier name:S843;I
71;S844;Supplier name:S844;I
71;S845;Supplier name:S845;CH
71;S846;Supplier name:S846;I
71;S847;Supplier name:S847;I
71;S848;Supplier name:S848;I
71;S849;Supplier name:S849;I
71;S850;Supplier name:S850;I
71;S851;Supplier name:S851;I
71;S852;Supplier name:S852;I
71;S853;Supplier name:S853;I
71;S854;Supplier name:S854;I
71;S855;Supplier name:S855;I
71;S856;Supplier name:S856;I
71;S857;Supplier name:S857;I
71;S858;Supplier name:S858;I
71;S859;Supplier name:S859;I
71;S860;Supplier name:S860;I
71;S861;Supplier name:S861;I
71;S862;Supplier name:S862;I
71;S863;Supplier name:S863;I
71;S864;Supplier name:S864;I
71;S865;Supplier name:S865;I
71;S866;Supplier name:S866;I
71;S867;Supplier name:S867;I
71;S868;Supplier name:S868;I
71;S869;Supplier name:S869;I
71;S870;Supplier name:S870;I
71;S871;Supplier name:S871;I
71;S872;Supplier name:S872;I
71;S873;Supplier name:S873;I
71;S874;Supplier name:S874;I
71;S875;Supplier name:S875;I
71;S876;Supplier name:S876;I
71;S877;Supplier name:S877;I
71;S878;Supplier name:S878;I
